Timestamp,1. Please select your Gender.,2. What is your age?,3. Please select your education level?,4. What is your marital status?,5. Where do you live in?,6. How long do you sleep?,7. What is your profession?,8. What are the gadgets you are using (multiple response)?,9. What type of talking device do you have?,"10. Before COVID-19, how long were you using Phone per day?","11. During COVID-19 (2020-2022), how long were you using Phone per day?","12. Since 2023, how long have you been using Phone per day?",13. What type of internet connection do you use?,"14a. Before COVID-19, how long did you use the internet per day?","14b. During COVID-19 (2020-2022), how long did you use the internet per day?","14c. Starting from 2023, how long did you use the internet per day?","15a. Before COVID-19, how long did you use Computer (laptop/desktop) per day?","15b. During COVID-19 (2020-2022), how long did you use Computer (laptop/desktop) per day?","15c. Starting from 2023, how long did you use Computer (laptop/desktop) per day?",16. Are you using internet in your computer?,"17. Before COVID-19, how many hours of internet per day you used in computer?","18. During COVID-19 (2020-2022), how many hours of internet per day you used in computer?","19. Starting from 2023, how many hours of internet per day you used in computer?",20. Do you feel like any physical & mental changes due to use of internet? Check all that apply.,21. Do you think that during COVID-19 period online use has increased?,22. Which purpose you are using online?,23. Which type of family do you come from?,24. Are you currently living with family?,25. Do you like to do physical exercise?,26. Are you a smoker?,"27.  ""I like most parts of my personality.""","28. ""When I look at the story of my life, I am pleased with how things have turned out so far.""","29. ""Some people wander aimlessly through life, but I am not one of them.""","30. ""The demands of everyday life often get me down.""","31. ""In many ways I feel disappointed about my achievements in life.""","32. ""Maintaining close relationships has been difficult and frustrating for me.""","33. ""I live life one day at a time and don't really think about the future.""","34. ""In general, I feel I am in charge of the situation in which I live.""","35. ""I am good at managing the responsibilities of daily life.""","36. ""I sometimes feel as if I've done all there is to do in life.""","37. ""For me, life has been a continuous process of learning, changing, and growth.""","38. ""I think it is important to have new experiences that challenge how I think about myself and the world.""","39. ""People would describe me as a giving person, willing to share my time with others.""","40. ""I gave up trying to make big improvements or changes in my life a long time ago""","41. ""I tend to be influenced by people with strong opinions""","42. . ""I have not experienced many warm and trusting relationships with others.""","43. ""I have confidence in my own opinions, even if they are different from the way most other people think.""","44. ""I judge myself by what I think is important, not by the values of what others think is important.""",Comments / Suggestions
1/12/2024 3:36:03,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,< 1 hour,1-5 hours,Decreased attention,Yes,"Educational, Messaging, Video",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 5:14:15,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Rural area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,4-8 Hours,Broad band,< 1 hour,1-5 hours,1-5 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,1-5 hours,< 1 hour,5-10 hours,"Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 5:46:44,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,< 1 hour,< 1 hour,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 6:46:53,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,4-8 Hours,8- 11 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,5-10 hours,< 1 hour,5-10 hours,,Yes,"Educational, Messaging, Video, Social media, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 7:03:58,Male,28.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, Tab, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Headache, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye sight problem",Yes,"Educational, Messaging, Social media, Shopping, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 9:55:31,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,8- 11 hours,Broad band,< 1 hour,5-10 hours,> 10 hours,0- 4 hours,Above 11 hours,Above 11 hours,Yes,< 1 hour,> 10 hours,> 10 hours,"Depression, Concentration breaks, Eye sight problem",Yes,"Educational, Messaging, Social media, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 11:19:20,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,8- 11 hours,0- 4 hours,Broad band,< 1 hour,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,< 1 hour,5-10 hours,Headache,Yes,"Messaging, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 11:44:13,Female,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",< 1 hour,1-5 hours,> 10 hours,0- 4 hours,0- 4 hours,Above 11 hours,Yes,< 1 hour,< 1 hour,> 10 hours,"Anxiety, Insomnia, Concentration breaks, Headache, Sleep disorder, Decreased attention, Eye itch or other discomfort",Yes,Educational,Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 11:50:48,Female,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,Broad band,1-5 hours,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,8- 11 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Anxiety, Concentration breaks, Headache, Shortness of Temper, Discomfort in face to face communication, Decreased attention, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 12:05:41,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone",0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,Concentration breaks,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping",Joint family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/12/2024 12:19:02,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,Above 11 hours,Above 11 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,> 10 hours,0- 4 hours,8- 11 hours,8- 11 hours,Yes,< 1 hour,5-10 hours,> 10 hours,"Anxiety, Depression, Concentration breaks, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 12:22:06,Female,4.0,School (Up to S.S.C.),Divorced/separated,Rural area,Above 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,Broad band,< 1 hour,< 1 hour,< 1 hour,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,< 1 hour,Anxiety,Yes,Educational,Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 12:25:43,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,0- 4 hours,0- 4 hours,8- 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,"Anxiety, Depression, Concentration breaks, Headache, Sleep disorder, Decreased attention, Hearing loss, Eye sight problem, Eye itch or other discomfort, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Joint family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 13:52:19,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,Smartphone,"Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,Above 11 hours,4-8 Hours,Broad band,1-5 hours,> 10 hours,1-5 hours,0- 4 hours,Above 11 hours,0- 4 hours,Yes,< 1 hour,5-10 hours,1-5 hours,"Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Others",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 14:05:22,Female,21.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",< 1 hour,1-5 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,< 1 hour,"Anxiety, Depression, Shortness of Temper, Sleep disorder, Decreased attention, Eye sight problem, Eye itch or other discomfort",No,"Educational, Messaging, Video, Social media, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 14:16:53,Male,25.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Job candidate,"Smartphone, PC",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,Broad band,> 10 hours,> 10 hours,> 10 hours,Above 11 hours,Above 11 hours,Above 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,"Anxiety, Insomnia, Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/12/2024 14:35:01,Male,19.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,Above 11 hours,Above 11 hours,"Broad band, Mobile data",< 1 hour,> 10 hours,> 10 hours,0- 4 hours,Above 11 hours,Above 11 hours,Yes,< 1 hour,> 10 hours,> 10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Gaming, Social media",Nuclear family,No,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 15:10:50,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,0- 4 hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder",Yes,"Educational, Messaging, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 15:36:05,Male,23.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,> 10 hours,4-8 Hours,4-8 Hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Headache, Shortness of Temper, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Shopping, Official",Joint family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/12/2024 16:56:07,Male,,Undergraduate University (B.Sc./B.A./etc),Unmarried,,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,0- 4 hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Sleep disorder, Decreased attention",Yes,"Educational, Gaming, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 17:48:36,Male,30.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",< 1 hour,< 1 hour,< 1 hour,Above 11 hours,Above 11 hours,Above 11 hours,Yes,1-5 hours,1-5 hours,1-5 hours,,No,"Educational, Messaging, Gaming, Official, Others",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 17:51:01,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Others,"Smartphone, PC, PS4","Cell phone, Smart phone",Above 11 hours,Above 11 hours,Above 11 hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,Above 11 hours,Above 11 hours,Above 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,"Depression, Concentration breaks",No,"Educational, Messaging, Video, Gaming, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 17:54:31,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Self-employed,"Smartphone, PC, Laptop","Cell phone, Smart phone",0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,8- 11 hours,Above 11 hours,8- 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,"Concentration breaks, Sleep disorder, Decreased attention, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 18:07:29,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,"Student, Job candidate","Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",< 1 hour,1-5 hours,< 1 hour,4-8 Hours,0- 4 hours,8- 11 hours,Yes,1-5 hours,< 1 hour,5-10 hours,"Anxiety, Concentration breaks, Shortness of Temper, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media, News",Nuclear family,No,No,Yes,,,,,,,,,,,,,,,,,,,
1/12/2024 18:09:34,Male,21.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,8- 11 hours,"Mobile data, Wi-fi",1-5 hours,1-5 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 19:46:42,Female,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,< 1 hour,1-5 hours,5-10 hours,"Concentration breaks, Shortness of Temper, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Social media",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 19:48:49,Male,23.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/12/2024 20:06:48,Male,25.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,8- 11 hours,Above 11 hours,Above 11 hours,Broad band,5-10 hours,> 10 hours,5-10 hours,4-8 Hours,Above 11 hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 21:23:11,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,Broad band,5-10 hours,> 10 hours,1-5 hours,0- 4 hours,8- 11 hours,0- 4 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Headache, Sleep disorder, Discomfort in face to face communication, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media, News",Joint family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/12/2024 22:53:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2024 23:56:14,Male,19.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,1-5 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,5-10 hours,"Anxiety, Depression, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/13/2024 0:53:38,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,"Student, Housewife","Smartphone, Laptop",Smart phone,0- 4 hours,Above 11 hours,8- 11 hours,Broad band,< 1 hour,> 10 hours,> 10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,> 10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Decreased attention, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/13/2024 10:21:45,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,> 10 hours,> 10 hours,> 10 hours,Above 11 hours,Above 11 hours,Above 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,,Yes,"Educational, Messaging, Video, Gaming, Social media, News",Joint family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/13/2024 11:32:50,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Headache, Discomfort in face to face communication, Eye sight problem",Yes,"Educational, Messaging, Social media, News",Joint family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/13/2024 12:05:31,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, PC, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,Above 11 hours,0- 4 hours,Broad band,1-5 hours,> 10 hours,1-5 hours,0- 4 hours,0- 4 hours,8- 11 hours,Yes,< 1 hour,< 1 hour,5-10 hours,"Headache, Sleep disorder",Yes,"Educational, Messaging, Video, Social media, Shopping",,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/13/2024 13:19:07,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,> 10 hours,> 10 hours,0- 4 hours,8- 11 hours,Above 11 hours,Yes,1-5 hours,5-10 hours,> 10 hours,Decreased attention,Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/13/2024 13:19:47,Male,23.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Above 6 hours,"Student, Job candidate","Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Sleep disorder, Discomfort in face to face communication",Yes,"Educational, News, Official, Others",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/13/2024 13:21:28,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop, headphones",,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Concentration breaks, Sleep disorder, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/13/2024 14:10:13,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,< 1 hour,5-10 hours,5-10 hours,"Anxiety, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/13/2024 14:15:53,Male,26.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Self-employed,"Smartphone, PC",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Insomnia, Depression, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Social media",Nuclear family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/13/2024 14:33:11,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,8- 11 hours,Above 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Anxiety, Insomnia, Depression, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Others",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/13/2024 17:15:30,Female,28.0,Graduate University (M.Sc./MBA/MPhil etc),Married,Urban area,Above 6 hours,Education-related position,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,8- 11 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,1-5 hours,4-8 Hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,< 1 hour,< 1 hour,"Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Decreased attention, Eye sight problem",Yes,"Educational, Social media, Shopping",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/13/2024 22:54:57,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,4-8 Hours,Above 11 hours,0- 4 hours,Broad band,1-5 hours,> 10 hours,5-10 hours,0- 4 hours,0- 4 hours,8- 11 hours,Yes,< 1 hour,1-5 hours,1-5 hours,Eye sight problem,Yes,"Educational, Messaging, Video, Gaming, Social media, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/14/2024 13:49:34,Female,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,0- 4 hours,Broad band,1-5 hours,> 10 hours,> 10 hours,0- 4 hours,4-8 Hours,Above 11 hours,Yes,5-10 hours,> 10 hours,> 10 hours,,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/14/2024 14:38:32,Male,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,5-10 hours,5-10 hours,> 10 hours,8- 11 hours,8- 11 hours,8- 11 hours,Yes,5-10 hours,> 10 hours,> 10 hours,"Concentration breaks, Decreased attention",Yes,"Educational, Messaging, Video, Social media, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/14/2024 16:39:21,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,Above 11 hours,8- 11 hours,Broad band,1-5 hours,1-5 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Insomnia, Sleep disorder, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/14/2024 16:51:44,,26.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop",Cell phone,4-8 Hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Sleep disorder, Decreased attention, Eye sight problem",Yes,"Messaging, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
